# Region type : patch airfoilFront
# Faces         : 64
# Area          : 5.07713308e-02
# Scale factor  : 1.00000000e+00
# Time          	areaAverage(p)
2.14            	1.70641634e+00
2.16            	1.70624796e+00
2.18            	1.70646858e+00
2.2             	1.70638485e+00
2.22            	1.70632711e+00
2.24            	1.70640062e+00
2.26            	1.70622401e+00
2.28            	1.70646554e+00
2.3             	1.70634664e+00
2.32            	1.70639111e+00
2.34            	1.70639914e+00
2.36            	1.70623089e+00
2.38            	1.70644268e+00
2.4             	1.70629378e+00
2.42            	1.70644327e+00
2.44            	1.70639949e+00
2.46            	1.70626895e+00
2.48            	1.70641612e+00
2.5             	1.70624762e+00
2.52            	1.70646871e+00
2.54            	1.70638464e+00
2.56            	1.70632765e+00
2.58            	1.70640058e+00
2.6             	1.70622394e+00
2.62            	1.70646536e+00
2.64            	1.70634624e+00
2.66            	1.70639164e+00
2.68            	1.70639913e+00
2.7             	1.70623112e+00
2.72            	1.70644251e+00
2.74            	1.70629339e+00
2.76            	1.70644352e+00
2.78            	1.70639945e+00
2.8             	1.70626938e+00
2.82            	1.70641588e+00
2.84            	1.70624731e+00
2.86            	1.70646887e+00
2.88            	1.70638449e+00
2.9             	1.70632812e+00
2.92            	1.70640049e+00
2.94            	1.70622388e+00
2.96            	1.70646520e+00
2.98            	1.70634576e+00
3               	1.70639219e+00
3.02            	1.70639924e+00
3.04            	1.70623135e+00
3.06            	1.70644223e+00
3.08            	1.70629296e+00
3.1             	1.70644387e+00
3.12            	1.70639933e+00
3.14            	1.70626978e+00
3.16            	1.70641582e+00
3.18            	1.70624708e+00
3.2             	1.70646887e+00
3.22            	1.70638428e+00
3.24            	1.70632867e+00
3.26            	1.70640036e+00
3.28            	1.70622372e+00
3.3             	1.70646519e+00
3.32            	1.70634543e+00
3.34            	1.70639263e+00
3.36            	1.70639927e+00
3.38            	1.70623153e+00
3.4             	1.70644196e+00
3.42            	1.70629245e+00
3.44            	1.70644426e+00
3.46            	1.70639933e+00
3.48            	1.70627022e+00
3.5             	1.70641563e+00
3.52            	1.70624676e+00
3.54            	1.70646890e+00
3.56            	1.70638402e+00
3.58            	1.70632918e+00
3.6             	1.70640032e+00
3.62            	1.70622372e+00
3.64            	1.70646505e+00
3.66            	1.70634505e+00
3.68            	1.70639307e+00
3.7             	1.70639925e+00
3.72            	1.70623170e+00
3.74            	1.70644174e+00
3.76            	1.70629206e+00
3.78            	1.70644461e+00
3.8             	1.70639932e+00
3.82            	1.70627061e+00
3.84            	1.70641541e+00
3.86            	1.70624646e+00
3.88            	1.70646899e+00
3.9             	1.70638376e+00
3.92            	1.70632976e+00
3.94            	1.70640034e+00
3.96            	1.70622365e+00
3.98            	1.70646486e+00
4               	1.70634465e+00
4.02            	1.70639359e+00
4.04            	1.70639922e+00
4.06            	1.70623189e+00
4.08            	1.70644162e+00
4.1             	1.70629168e+00
4.12            	1.70644485e+00
4.14            	1.70639926e+00
4.16            	1.70627106e+00
4.18            	1.70641517e+00
4.2             	1.70624612e+00
4.22            	1.70646918e+00
4.24            	1.70638362e+00
4.26            	1.70633024e+00
4.28            	1.70640024e+00
4.3             	1.70622361e+00
4.32            	1.70646469e+00
4.34            	1.70634416e+00
4.36            	1.70639414e+00
4.38            	1.70639932e+00
4.4             	1.70623214e+00
4.42            	1.70644134e+00
4.44            	1.70629126e+00
4.46            	1.70644517e+00
4.48            	1.70639916e+00
4.5             	1.70627143e+00
4.52            	1.70641507e+00
4.54            	1.70624589e+00
4.56            	1.70646920e+00
4.58            	1.70638341e+00
4.6             	1.70633074e+00
4.62            	1.70640014e+00
4.64            	1.70622346e+00
4.66            	1.70646461e+00
4.68            	1.70634381e+00
4.7             	1.70639461e+00
4.72            	1.70639936e+00
4.74            	1.70623230e+00
4.76            	1.70644107e+00
4.78            	1.70629077e+00
4.8             	1.70644551e+00
4.82            	1.70639911e+00
4.84            	1.70627192e+00
4.86            	1.70641492e+00
4.88            	1.70624562e+00
4.9             	1.70646921e+00
4.92            	1.70638315e+00
4.94            	1.70633128e+00
4.96            	1.70640005e+00
4.98            	1.70622346e+00
5               	1.70646454e+00
5.02            	1.70634346e+00
5.04            	1.70639504e+00
5.06            	1.70639938e+00
5.08            	1.70623250e+00
5.1             	1.70644080e+00
5.12            	1.70629033e+00
5.14            	1.70644590e+00
5.16            	1.70639915e+00
5.18            	1.70627232e+00
5.2             	1.70641470e+00
5.22            	1.70624530e+00
5.24            	1.70646926e+00
5.26            	1.70638284e+00
5.28            	1.70633184e+00
5.3             	1.70640011e+00
5.32            	1.70622347e+00
5.34            	1.70646433e+00
5.36            	1.70634302e+00
5.38            	1.70639555e+00
5.4             	1.70639930e+00
5.42            	1.70623268e+00
5.44            	1.70644070e+00
5.46            	1.70629000e+00
5.48            	1.70644615e+00
5.5             	1.70639910e+00
5.52            	1.70627274e+00
5.54            	1.70641446e+00
5.56            	1.70624492e+00
5.58            	1.70646944e+00
5.6             	1.70638271e+00
5.62            	1.70633235e+00
5.64            	1.70640004e+00
5.66            	1.70622336e+00
5.68            	1.70646415e+00
5.7             	1.70634254e+00
5.72            	1.70639607e+00
5.74            	1.70639939e+00
5.76            	1.70623295e+00
5.78            	1.70644046e+00
5.8             	1.70628955e+00
5.82            	1.70644641e+00
5.84            	1.70639898e+00
5.86            	1.70627315e+00
5.88            	1.70641431e+00
5.9             	1.70624473e+00
5.92            	1.70646950e+00
5.94            	1.70638250e+00
5.96            	1.70633282e+00
5.98            	1.70639994e+00
6               	1.70622328e+00
6.02            	1.70646403e+00
6.04            	1.70634218e+00
6.06            	1.70639659e+00
6.08            	1.70639947e+00
6.1             	1.70623312e+00
6.12            	1.70644017e+00
6.14            	1.70628910e+00
6.16            	1.70644674e+00
6.18            	1.70639889e+00
6.2             	1.70627363e+00
6.22            	1.70641423e+00
6.24            	1.70624446e+00
6.26            	1.70646949e+00
6.28            	1.70638224e+00
6.3             	1.70633337e+00
6.32            	1.70639983e+00
6.34            	1.70622324e+00
6.36            	1.70646400e+00
6.38            	1.70634183e+00
6.4             	1.70639701e+00
6.42            	1.70639945e+00
6.44            	1.70623335e+00
6.46            	1.70643989e+00
6.48            	1.70628864e+00
6.5             	1.70644715e+00
6.52            	1.70639896e+00
6.54            	1.70627404e+00
6.56            	1.70641400e+00
6.58            	1.70624415e+00
6.6             	1.70646952e+00
6.62            	1.70638194e+00
6.64            	1.70633392e+00
6.66            	1.70639987e+00
6.68            	1.70622323e+00
6.7             	1.70646380e+00
6.72            	1.70634142e+00
6.74            	1.70639750e+00
6.76            	1.70639943e+00
6.78            	1.70623351e+00
6.8             	1.70643975e+00
6.82            	1.70628827e+00
6.84            	1.70644740e+00
6.86            	1.70639890e+00
6.88            	1.70627444e+00
6.9             	1.70641379e+00
6.92            	1.70624381e+00
6.94            	1.70646964e+00
6.96            	1.70638173e+00
6.98            	1.70633445e+00
7               	1.70639983e+00
7.02            	1.70622318e+00
7.04            	1.70646361e+00
7.06            	1.70634096e+00
7.08            	1.70639801e+00
7.1             	1.70639944e+00
7.12            	1.70623379e+00
7.14            	1.70643955e+00
7.16            	1.70628788e+00
7.18            	1.70644764e+00
7.2             	1.70639882e+00
7.22            	1.70627488e+00
7.24            	1.70641358e+00
7.26            	1.70624356e+00
7.28            	1.70646976e+00
7.3             	1.70638156e+00
7.32            	1.70633492e+00
7.34            	1.70639976e+00
7.36            	1.70622311e+00
7.38            	1.70646343e+00
7.4             	1.70634051e+00
7.42            	1.70639854e+00
7.44            	1.70639956e+00
7.46            	1.70623402e+00
7.48            	1.70643927e+00
7.5             	1.70628744e+00
7.52            	1.70644795e+00
7.54            	1.70639868e+00
7.56            	1.70627533e+00
7.58            	1.70641353e+00
7.6             	1.70624336e+00
7.62            	1.70646974e+00
7.64            	1.70638132e+00
7.66            	1.70633548e+00
7.68            	1.70639962e+00
7.7             	1.70622300e+00
7.72            	1.70646342e+00
7.74            	1.70634018e+00
7.76            	1.70639897e+00
7.78            	1.70639957e+00
7.8             	1.70623423e+00
7.82            	1.70643899e+00
7.84            	1.70628692e+00
7.86            	1.70644834e+00
7.88            	1.70639868e+00
7.9             	1.70627577e+00
7.92            	1.70641334e+00
7.94            	1.70624306e+00
7.96            	1.70646976e+00
7.98            	1.70638101e+00
8               	1.70633600e+00
8.02            	1.70639962e+00
8.04            	1.70622303e+00
8.06            	1.70646325e+00
8.08            	1.70633979e+00
8.1             	1.70639941e+00
8.12            	1.70639955e+00
8.14            	1.70623439e+00
8.16            	1.70643878e+00
8.18            	1.70628656e+00
8.2             	1.70644863e+00
8.22            	1.70639866e+00
8.24            	1.70627617e+00
8.26            	1.70641313e+00
8.28            	1.70624275e+00
8.3             	1.70646983e+00
8.32            	1.70638077e+00
8.34            	1.70633657e+00
8.36            	1.70639964e+00
8.38            	1.70622301e+00
8.4             	1.70646304e+00
8.42            	1.70633934e+00
8.44            	1.70639992e+00
8.46            	1.70639950e+00
8.48            	1.70623467e+00
8.5             	1.70643866e+00
8.52            	1.70628621e+00
8.54            	1.70644886e+00
8.56            	1.70639860e+00
8.58            	1.70627662e+00
8.6             	1.70641289e+00
8.62            	1.70624244e+00
8.64            	1.70646998e+00
8.66            	1.70638062e+00
8.68            	1.70633706e+00
8.7             	1.70639955e+00
8.72            	1.70622294e+00
8.74            	1.70646285e+00
8.76            	1.70633885e+00
8.78            	1.70640046e+00
8.8             	1.70639964e+00
8.82            	1.70623494e+00
8.84            	1.70643836e+00
8.86            	1.70628576e+00
8.88            	1.70644915e+00
8.9             	1.70639844e+00
8.92            	1.70627705e+00
8.94            	1.70641283e+00
8.96            	1.70624225e+00
8.98            	1.70646997e+00
9               	1.70638036e+00
9.02            	1.70633758e+00
9.04            	1.70639946e+00
9.06            	1.70622283e+00
9.08            	1.70646279e+00
9.1             	1.70633852e+00
9.12            	1.70640090e+00
9.14            	1.70639967e+00
9.16            	1.70623511e+00
9.18            	1.70643809e+00
9.2             	1.70628527e+00
9.22            	1.70644948e+00
9.24            	1.70639841e+00
9.26            	1.70627752e+00
9.28            	1.70641267e+00
9.3             	1.70624197e+00
9.32            	1.70646996e+00
9.34            	1.70638006e+00
9.36            	1.70633812e+00
9.38            	1.70639940e+00
9.4             	1.70622290e+00
9.42            	1.70646267e+00
9.44            	1.70633813e+00
9.46            	1.70640132e+00
9.48            	1.70639966e+00
9.5             	1.70623534e+00
9.52            	1.70643783e+00
9.54            	1.70628489e+00
9.56            	1.70644984e+00
9.58            	1.70639843e+00
9.6             	1.70627791e+00
9.62            	1.70641247e+00
9.64            	1.70624167e+00
9.66            	1.70646998e+00
9.68            	1.70637978e+00
9.7             	1.70633869e+00
9.72            	1.70639946e+00
9.74            	1.70622288e+00
9.76            	1.70646245e+00
9.78            	1.70633768e+00
9.8             	1.70640182e+00
9.82            	1.70639960e+00
9.84            	1.70623558e+00
9.86            	1.70643773e+00
9.88            	1.70628454e+00
9.9             	1.70645005e+00
9.92            	1.70639833e+00
9.94            	1.70627838e+00
9.96            	1.70641223e+00
9.98            	1.70624135e+00
10              	1.70647015e+00
